,Data_Value,colx,nIndex
1873,58.1,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011ME
1874,52.8,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011ME
1875,77.3,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011ME
1876,22.7,Cigarette Use (Adults)Smoking FrequencySome Days,2011ME
1877,45.6,Cigarette Use (Adults)Smoking StatusNever,2011ME
1878,22.8,Cigarette Use (Adults)Smoking StatusCurrent,2011ME
1879,31.6,Cigarette Use (Adults)Smoking StatusFormer,2011ME
1880,19.1,Cigarette Use (Adults)Current Smoking,2011MD
1881,54.2,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011MD
1882,52.7,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011MD
1883,28.2,Cigarette Use (Adults)Smoking FrequencySome Days,2011MD
1884,71.8,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011MD
1885,19.1,Cigarette Use (Adults)Smoking StatusCurrent,2011MD
1886,22.6,Cigarette Use (Adults)Smoking StatusFormer,2011MD
1887,58.3,Cigarette Use (Adults)Smoking StatusNever,2011MD
1888,18.2,Cigarette Use (Adults)Current Smoking,2011MA
1889,60.8,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011MA
1890,54.4,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011MA
1891,73.0,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011MA
1892,27.0,Cigarette Use (Adults)Smoking FrequencySome Days,2011MA
1893,18.2,Cigarette Use (Adults)Smoking StatusCurrent,2011MA
1894,28.3,Cigarette Use (Adults)Smoking StatusFormer,2011MA
1895,53.5,Cigarette Use (Adults)Smoking StatusNever,2011MA
1896,23.3,Cigarette Use (Adults)Current Smoking,2011MI
1897,52.4,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011MI
1898,55.0,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011MI
1899,25.7,Cigarette Use (Adults)Smoking FrequencySome Days,2011MI
1900,74.3,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011MI
1901,51.0,Cigarette Use (Adults)Smoking StatusNever,2011MI
1902,25.7,Cigarette Use (Adults)Smoking StatusFormer,2011MI
1903,23.3,Cigarette Use (Adults)Smoking StatusCurrent,2011MI
1904,19.1,Cigarette Use (Adults)Current Smoking,2011MN
1905,57.9,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011MN
1906,50.1,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011MN
1907,69.3,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011MN
1908,30.7,Cigarette Use (Adults)Smoking FrequencySome Days,2011MN
1909,19.1,Cigarette Use (Adults)Smoking StatusCurrent,2011MN
1910,26.2,Cigarette Use (Adults)Smoking StatusFormer,2011MN
1911,54.7,Cigarette Use (Adults)Smoking StatusNever,2011MN
1912,26.0,Cigarette Use (Adults)Current Smoking,2011MS
1913,45.0,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011MS
1914,54.5,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011MS
1915,72.6,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011MS
1916,27.4,Cigarette Use (Adults)Smoking FrequencySome Days,2011MS
1917,21.3,Cigarette Use (Adults)Smoking StatusFormer,2011MS
1918,52.8,Cigarette Use (Adults)Smoking StatusNever,2011MS
1919,26.0,Cigarette Use (Adults)Smoking StatusCurrent,2011MS
1920,25.0,Cigarette Use (Adults)Current Smoking,2011MO
1921,50.0,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011MO
1922,46.2,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011MO
1923,22.2,Cigarette Use (Adults)Smoking FrequencySome Days,2011MO
1924,77.8,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011MO
1925,25.0,Cigarette Use (Adults)Smoking StatusFormer,2011MO
1926,25.0,Cigarette Use (Adults)Smoking StatusCurrent,2011MO
1927,50.0,Cigarette Use (Adults)Smoking StatusNever,2011MO
1928,22.1,Cigarette Use (Adults)Current Smoking,2011MT
1929,54.9,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011MT
1930,47.5,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011MT
1931,74.2,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011MT
1932,25.8,Cigarette Use (Adults)Smoking FrequencySome Days,2011MT
1933,51.0,Cigarette Use (Adults)Smoking StatusNever,2011MT
1934,22.1,Cigarette Use (Adults)Smoking StatusCurrent,2011MT
1935,26.9,Cigarette Use (Adults)Smoking StatusFormer,2011MT
1936,53.8,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011US
1937,52.0,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011US
1938,21.2,Cigarette Use (Adults)Smoking StatusCurrent,2011US
1939,25.1,Cigarette Use (Adults)Smoking StatusFormer,2011US
1940,20.0,Cigarette Use (Adults)Current Smoking,2011NE
1941,54.9,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011NE
1942,49.3,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011NE
1943,27.2,Cigarette Use (Adults)Smoking FrequencySome Days,2011NE
1944,72.8,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011NE
1945,55.7,Cigarette Use (Adults)Smoking StatusNever,2011NE
1946,24.3,Cigarette Use (Adults)Smoking StatusFormer,2011NE
1947,20.0,Cigarette Use (Adults)Smoking StatusCurrent,2011NE
1948,22.9,Cigarette Use (Adults)Current Smoking,2011NV
1949,51.8,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011NV
1950,46.0,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011NV
1951,21.5,Cigarette Use (Adults)Smoking FrequencySome Days,2011NV
1952,78.5,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011NV
1953,24.6,Cigarette Use (Adults)Smoking StatusFormer,2011NV
1954,22.9,Cigarette Use (Adults)Smoking StatusCurrent,2011NV
1955,52.5,Cigarette Use (Adults)Smoking StatusNever,2011NV
1956,19.4,Cigarette Use (Adults)Current Smoking,2011NH
1957,60.1,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011NH
1958,48.0,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011NH
1959,79.0,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011NH
1960,21.0,Cigarette Use (Adults)Smoking FrequencySome Days,2011NH
1961,19.4,Cigarette Use (Adults)Smoking StatusCurrent,2011NH
1962,29.2,Cigarette Use (Adults)Smoking StatusFormer,2011NH
1963,51.3,Cigarette Use (Adults)Smoking StatusNever,2011NH
1964,16.8,Cigarette Use (Adults)Current Smoking,2011NJ
1965,60.5,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011NJ
1966,53.3,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011NJ
1967,67.6,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011NJ
1968,32.4,Cigarette Use (Adults)Smoking FrequencySome Days,2011NJ
1969,16.8,Cigarette Use (Adults)Smoking StatusCurrent,2011NJ
1970,25.8,Cigarette Use (Adults)Smoking StatusFormer,2011NJ
1971,57.4,Cigarette Use (Adults)Smoking StatusNever,2011NJ
1972,21.5,Cigarette Use (Adults)Current Smoking,2011NM
1973,53.7,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011NM
1974,54.5,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011NM
1975,63.1,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011NM
1976,36.9,Cigarette Use (Adults)Smoking FrequencySome Days,2011NM
1977,53.6,Cigarette Use (Adults)Smoking StatusNever,2011NM
1978,24.9,Cigarette Use (Adults)Smoking StatusFormer,2011NM
1979,21.5,Cigarette Use (Adults)Smoking StatusCurrent,2011NM
1980,18.1,Cigarette Use (Adults)Current Smoking,2011NY
1981,58.4,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011NY
1982,58.5,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011NY
1983,66.9,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011NY
1984,33.1,Cigarette Use (Adults)Smoking FrequencySome Days,2011NY
1985,25.4,Cigarette Use (Adults)Smoking StatusFormer,2011NY
1986,56.4,Cigarette Use (Adults)Smoking StatusNever,2011NY
1987,18.1,Cigarette Use (Adults)Smoking StatusCurrent,2011NY
1988,21.8,Cigarette Use (Adults)Current Smoking,2011NC
1989,53.2,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011NC
1990,55.5,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011NC
1991,71.8,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011NC
1992,28.2,Cigarette Use (Adults)Smoking FrequencySome Days,2011NC
1993,21.8,Cigarette Use (Adults)Smoking StatusCurrent,2011NC
1994,53.4,Cigarette Use (Adults)Smoking StatusNever,2011NC
1995,24.8,Cigarette Use (Adults)Smoking StatusFormer,2011NC
1996,21.9,Cigarette Use (Adults)Current Smoking,2011ND
1997,53.6,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011ND
1998,42.5,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011ND
1999,72.8,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011ND
2000,27.2,Cigarette Use (Adults)Smoking FrequencySome Days,2011ND
2001,21.9,Cigarette Use (Adults)Smoking StatusCurrent,2011ND
2002,25.3,Cigarette Use (Adults)Smoking StatusFormer,2011ND
2003,52.9,Cigarette Use (Adults)Smoking StatusNever,2011ND
2004,25.1,Cigarette Use (Adults)Current Smoking,2011OH
2005,50.2,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011OH
2006,47.9,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011OH
2007,76.0,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011OH
2008,24.0,Cigarette Use (Adults)Smoking FrequencySome Days,2011OH
2009,25.2,Cigarette Use (Adults)Smoking StatusFormer,2011OH
2010,25.1,Cigarette Use (Adults)Smoking StatusCurrent,2011OH
2011,49.7,Cigarette Use (Adults)Smoking StatusNever,2011OH
2012,26.1,Cigarette Use (Adults)Current Smoking,2011OK
2013,48.6,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011OK
2014,54.1,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011OK
2015,23.8,Cigarette Use (Adults)Smoking FrequencySome Days,2011OK
2016,76.2,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011OK
2017,49.2,Cigarette Use (Adults)Smoking StatusNever,2011OK
2018,24.7,Cigarette Use (Adults)Smoking StatusFormer,2011OK
2019,26.1,Cigarette Use (Adults)Smoking StatusCurrent,2011OK
2020,19.7,Cigarette Use (Adults)Current Smoking,2011OR
2021,27.5,Cigarette Use (Adults)Smoking StatusFormer,2011OR
2022,58.2,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011OR
2023,53.2,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011OR
2024,27.2,Cigarette Use (Adults)Smoking FrequencySome Days,2011OR
2025,72.8,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011OR
2026,19.7,Cigarette Use (Adults)Smoking StatusCurrent,2011OR
2027,52.8,Cigarette Use (Adults)Smoking StatusNever,2011OR
2028,22.4,Cigarette Use (Adults)Current Smoking,2011PA
2029,53.1,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011PA
2030,52.9,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011PA
2031,24.7,Cigarette Use (Adults)Smoking FrequencySome Days,2011PA
2032,75.3,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011PA
2033,52.2,Cigarette Use (Adults)Smoking StatusNever,2011PA
2034,25.4,Cigarette Use (Adults)Smoking StatusFormer,2011PA
2035,22.4,Cigarette Use (Adults)Smoking StatusCurrent,2011PA
2036,14.8,Cigarette Use (Adults)Current Smoking,2011PR
2037,56.1,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011PR
2038,57.4,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011PR
2039,27.1,Cigarette Use (Adults)Smoking FrequencySome Days,2011PR
2040,72.9,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011PR
2041,66.4,Cigarette Use (Adults)Smoking StatusNever,2011PR
2042,18.8,Cigarette Use (Adults)Smoking StatusFormer,2011PR
2043,14.8,Cigarette Use (Adults)Smoking StatusCurrent,2011PR
2044,20.0,Cigarette Use (Adults)Current Smoking,2011RI
2045,58.1,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011RI
2046,59.3,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011RI
2047,71.6,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011RI
2048,28.4,Cigarette Use (Adults)Smoking FrequencySome Days,2011RI
2049,52.2,Cigarette Use (Adults)Smoking StatusNever,2011RI
2050,20.0,Cigarette Use (Adults)Smoking StatusCurrent,2011RI
2051,27.7,Cigarette Use (Adults)Smoking StatusFormer,2011RI
2052,23.1,Cigarette Use (Adults)Current Smoking,2011SC
2053,50.9,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011SC
2054,52.9,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011SC
2055,71.7,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011SC
2056,28.3,Cigarette Use (Adults)Smoking FrequencySome Days,2011SC
2057,23.1,Cigarette Use (Adults)Smoking StatusCurrent,2011SC
2058,24.0,Cigarette Use (Adults)Smoking StatusFormer,2011SC
2059,52.8,Cigarette Use (Adults)Smoking StatusNever,2011SC
2060,23.0,Cigarette Use (Adults)Current Smoking,2011SD
2061,52.5,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011SD
2062,50.0,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011SD
2063,67.1,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011SD
2064,32.9,Cigarette Use (Adults)Smoking FrequencySome Days,2011SD
2065,51.5,Cigarette Use (Adults)Smoking StatusNever,2011SD
2066,25.5,Cigarette Use (Adults)Smoking StatusFormer,2011SD
2067,23.0,Cigarette Use (Adults)Smoking StatusCurrent,2011SD
2068,23.0,Cigarette Use (Adults)Current Smoking,2011TN
2069,50.8,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011TN
2070,55.7,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011TN
2071,79.7,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011TN
2072,20.3,Cigarette Use (Adults)Smoking FrequencySome Days,2011TN
2073,23.8,Cigarette Use (Adults)Smoking StatusFormer,2011TN
2074,23.0,Cigarette Use (Adults)Smoking StatusCurrent,2011TN
2075,53.2,Cigarette Use (Adults)Smoking StatusNever,2011TN
2076,19.2,Cigarette Use (Adults)Current Smoking,2011TX
2077,53.1,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011TX
2078,56.2,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011TX
2079,37.4,Cigarette Use (Adults)Smoking FrequencySome Days,2011TX
2080,62.6,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011TX
2081,19.2,Cigarette Use (Adults)Smoking StatusCurrent,2011TX
2082,59.0,Cigarette Use (Adults)Smoking StatusNever,2011TX
2083,21.7,Cigarette Use (Adults)Smoking StatusFormer,2011TX
2084,11.8,Cigarette Use (Adults)Current Smoking,2011UT
2085,57.4,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011UT
2086,58.3,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011UT
2087,72.0,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011UT
2088,28.0,Cigarette Use (Adults)Smoking FrequencySome Days,2011UT
2089,72.2,Cigarette Use (Adults)Smoking StatusNever,2011UT
2090,11.8,Cigarette Use (Adults)Smoking StatusCurrent,2011UT
2091,16.0,Cigarette Use (Adults)Smoking StatusFormer,2011UT
2092,19.1,Cigarette Use (Adults)Current Smoking,2011VT
2093,61.7,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011VT
2094,50.5,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011VT
2095,77.0,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011VT
2096,23.0,Cigarette Use (Adults)Smoking FrequencySome Days,2011VT
2097,19.1,Cigarette Use (Adults)Smoking StatusCurrent,2011VT
2098,30.8,Cigarette Use (Adults)Smoking StatusFormer,2011VT
2099,50.1,Cigarette Use (Adults)Smoking StatusNever,2011VT
2100,20.9,Cigarette Use (Adults)Current Smoking,2011VA
2101,53.1,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011VA
2102,52.0,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011VA
2103,71.9,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011VA
2104,28.1,Cigarette Use (Adults)Smoking FrequencySome Days,2011VA
2105,55.5,Cigarette Use (Adults)Smoking StatusNever,2011VA
2106,20.9,Cigarette Use (Adults)Smoking StatusCurrent,2011VA
2107,23.6,Cigarette Use (Adults)Smoking StatusFormer,2011VA
2108,17.5,Cigarette Use (Adults)Current Smoking,2011WA
2109,59.8,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011WA
2110,51.8,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011WA
2111,69.1,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011WA
2112,30.9,Cigarette Use (Adults)Smoking FrequencySome Days,2011WA
2113,56.5,Cigarette Use (Adults)Smoking StatusNever,2011WA
2114,17.5,Cigarette Use (Adults)Smoking StatusCurrent,2011WA
2115,26.0,Cigarette Use (Adults)Smoking StatusFormer,2011WA
2116,28.6,Cigarette Use (Adults)Current Smoking,2011WV
2117,45.1,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011WV
2118,48.8,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011WV
2119,16.9,Cigarette Use (Adults)Smoking FrequencySome Days,2011WV
2120,83.1,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011WV
2121,47.9,Cigarette Use (Adults)Smoking StatusNever,2011WV
2122,23.5,Cigarette Use (Adults)Smoking StatusFormer,2011WV
2123,28.6,Cigarette Use (Adults)Smoking StatusCurrent,2011WV
2124,20.9,Cigarette Use (Adults)Current Smoking,2011WI
2125,55.7,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011WI
2126,53.1,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011WI
2127,28.9,Cigarette Use (Adults)Smoking FrequencySome Days,2011WI
2128,71.1,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011WI
2129,52.9,Cigarette Use (Adults)Smoking StatusNever,2011WI
2130,26.2,Cigarette Use (Adults)Smoking StatusFormer,2011WI
2131,20.9,Cigarette Use (Adults)Smoking StatusCurrent,2011WI
2132,23.0,Cigarette Use (Adults)Current Smoking,2011WY
2133,53.2,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2011WY
2134,48.4,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2011WY
2135,76.1,Cigarette Use (Adults)Smoking FrequencyEvery Day,2011WY
2136,23.9,Cigarette Use (Adults)Smoking FrequencySome Days,2011WY
2137,23.0,Cigarette Use (Adults)Smoking StatusCurrent,2011WY
2138,26.2,Cigarette Use (Adults)Smoking StatusFormer,2011WY
2139,50.8,Cigarette Use (Adults)Smoking StatusNever,2011WY
2140,21.5,Cigarette Use (Adults)Smoking StatusCurrent,2016AL
2141,19.0,Cigarette Use (Adults)Smoking StatusCurrent,2016AK
2142,14.7,Cigarette Use (Adults)Smoking StatusCurrent,2016AZ
2143,23.6,Cigarette Use (Adults)Smoking StatusCurrent,2016AR
2144,11.0,Cigarette Use (Adults)Smoking StatusCurrent,2016CA
2145,15.6,Cigarette Use (Adults)Smoking StatusCurrent,2016CO
2146,13.3,Cigarette Use (Adults)Smoking StatusCurrent,2016CT
2147,17.7,Cigarette Use (Adults)Smoking StatusCurrent,2016DE
2148,14.7,Cigarette Use (Adults)Smoking StatusCurrent,2016DC
2149,15.5,Cigarette Use (Adults)Smoking StatusCurrent,2016FL
2150,17.9,Cigarette Use (Adults)Smoking StatusCurrent,2016GA
2151,13.1,Cigarette Use (Adults)Smoking StatusCurrent,2016HI
2152,14.5,Cigarette Use (Adults)Smoking StatusCurrent,2016ID
2153,15.8,Cigarette Use (Adults)Smoking StatusCurrent,2016IL
2154,21.1,Cigarette Use (Adults)Smoking StatusCurrent,2016IN
2155,16.7,Cigarette Use (Adults)Smoking StatusCurrent,2016IA
2156,17.2,Cigarette Use (Adults)Smoking StatusCurrent,2016KS
2157,24.5,Cigarette Use (Adults)Smoking StatusCurrent,2016KY
2158,22.8,Cigarette Use (Adults)Smoking StatusCurrent,2016LA
2159,19.8,Cigarette Use (Adults)Smoking StatusCurrent,2016ME
2160,13.7,Cigarette Use (Adults)Smoking StatusCurrent,2016MD
2161,13.6,Cigarette Use (Adults)Smoking StatusCurrent,2016MA
2162,20.4,Cigarette Use (Adults)Smoking StatusCurrent,2016MI
2163,15.2,Cigarette Use (Adults)Smoking StatusCurrent,2016MN
2164,22.7,Cigarette Use (Adults)Smoking StatusCurrent,2016MS
2165,22.1,Cigarette Use (Adults)Smoking StatusCurrent,2016MO
2166,18.5,Cigarette Use (Adults)Smoking StatusCurrent,2016MT
2167,17.0,Cigarette Use (Adults)Smoking StatusCurrent,2016NE
2168,16.5,Cigarette Use (Adults)Smoking StatusCurrent,2016NV
2169,18.0,Cigarette Use (Adults)Smoking StatusCurrent,2016NH
2170,14.0,Cigarette Use (Adults)Smoking StatusCurrent,2016NJ
2171,16.6,Cigarette Use (Adults)Smoking StatusCurrent,2016NM
2172,14.2,Cigarette Use (Adults)Smoking StatusCurrent,2016NY
2173,17.9,Cigarette Use (Adults)Smoking StatusCurrent,2016NC
2174,19.8,Cigarette Use (Adults)Smoking StatusCurrent,2016ND
2175,22.5,Cigarette Use (Adults)Smoking StatusCurrent,2016OH
2176,19.6,Cigarette Use (Adults)Smoking StatusCurrent,2016OK
2177,16.2,Cigarette Use (Adults)Smoking StatusCurrent,2016OR
2178,18.0,Cigarette Use (Adults)Smoking StatusCurrent,2016PA
2179,14.4,Cigarette Use (Adults)Smoking StatusCurrent,2016RI
2180,20.0,Cigarette Use (Adults)Smoking StatusCurrent,2016SC
2181,18.1,Cigarette Use (Adults)Smoking StatusCurrent,2016SD
2182,22.1,Cigarette Use (Adults)Smoking StatusCurrent,2016TN
2183,14.3,Cigarette Use (Adults)Smoking StatusCurrent,2016TX
2184,8.8,Cigarette Use (Adults)Smoking StatusCurrent,2016UT
2185,17.0,Cigarette Use (Adults)Smoking StatusCurrent,2016VT
2186,15.3,Cigarette Use (Adults)Smoking StatusCurrent,2016VA
2187,13.9,Cigarette Use (Adults)Smoking StatusCurrent,2016WA
2188,24.8,Cigarette Use (Adults)Smoking StatusCurrent,2016WV
2189,17.1,Cigarette Use (Adults)Smoking StatusCurrent,2016WI
2190,18.9,Cigarette Use (Adults)Smoking StatusCurrent,2016WY
2191,25.1,Cigarette Use (Adults)Smoking StatusCurrent,2016GU
2192,10.6,Cigarette Use (Adults)Smoking StatusCurrent,2016PR
2193,23.9,Cigarette Use (Adults)Smoking StatusFormer,2016AL
2194,27.0,Cigarette Use (Adults)Smoking StatusFormer,2016AK
2195,25.5,Cigarette Use (Adults)Smoking StatusFormer,2016AZ
2196,24.5,Cigarette Use (Adults)Smoking StatusFormer,2016AR
2197,23.1,Cigarette Use (Adults)Smoking StatusFormer,2016CA
2198,24.9,Cigarette Use (Adults)Smoking StatusFormer,2016CO
2199,27.2,Cigarette Use (Adults)Smoking StatusFormer,2016CT
2200,26.8,Cigarette Use (Adults)Smoking StatusFormer,2016DE
2201,19.2,Cigarette Use (Adults)Smoking StatusFormer,2016DC
2202,26.5,Cigarette Use (Adults)Smoking StatusFormer,2016FL
2203,20.9,Cigarette Use (Adults)Smoking StatusFormer,2016GA
2204,25.4,Cigarette Use (Adults)Smoking StatusFormer,2016HI
2205,23.5,Cigarette Use (Adults)Smoking StatusFormer,2016ID
2206,24.1,Cigarette Use (Adults)Smoking StatusFormer,2016IL
2207,24.5,Cigarette Use (Adults)Smoking StatusFormer,2016IN
2208,25.3,Cigarette Use (Adults)Smoking StatusFormer,2016IA
2209,24.1,Cigarette Use (Adults)Smoking StatusFormer,2016KS
2210,24.8,Cigarette Use (Adults)Smoking StatusFormer,2016KY
2211,23.0,Cigarette Use (Adults)Smoking StatusFormer,2016LA
2212,32.0,Cigarette Use (Adults)Smoking StatusFormer,2016ME
2213,23.5,Cigarette Use (Adults)Smoking StatusFormer,2016MD
2214,26.8,Cigarette Use (Adults)Smoking StatusFormer,2016MA
2215,25.8,Cigarette Use (Adults)Smoking StatusFormer,2016MI
2216,26.1,Cigarette Use (Adults)Smoking StatusFormer,2016MN
2217,23.6,Cigarette Use (Adults)Smoking StatusFormer,2016MS
2218,26.3,Cigarette Use (Adults)Smoking StatusFormer,2016MO
2219,27.3,Cigarette Use (Adults)Smoking StatusFormer,2016MT
2220,24.6,Cigarette Use (Adults)Smoking StatusFormer,2016NE
2221,24.4,Cigarette Use (Adults)Smoking StatusFormer,2016NV
2222,28.4,Cigarette Use (Adults)Smoking StatusFormer,2016NH
2223,23.7,Cigarette Use (Adults)Smoking StatusFormer,2016NJ
2224,25.6,Cigarette Use (Adults)Smoking StatusFormer,2016NM
2225,23.3,Cigarette Use (Adults)Smoking StatusFormer,2016NY
2226,25.3,Cigarette Use (Adults)Smoking StatusFormer,2016NC
2227,24.8,Cigarette Use (Adults)Smoking StatusFormer,2016ND
2228,23.6,Cigarette Use (Adults)Smoking StatusFormer,2016OH
2229,24.8,Cigarette Use (Adults)Smoking StatusFormer,2016OK
2230,27.0,Cigarette Use (Adults)Smoking StatusFormer,2016OR
2231,26.5,Cigarette Use (Adults)Smoking StatusFormer,2016PA
2232,28.0,Cigarette Use (Adults)Smoking StatusFormer,2016RI
2233,25.8,Cigarette Use (Adults)Smoking StatusFormer,2016SC
2234,26.3,Cigarette Use (Adults)Smoking StatusFormer,2016SD
2235,23.8,Cigarette Use (Adults)Smoking StatusFormer,2016TN
2236,23.0,Cigarette Use (Adults)Smoking StatusFormer,2016TX
2237,15.9,Cigarette Use (Adults)Smoking StatusFormer,2016UT
2238,28.7,Cigarette Use (Adults)Smoking StatusFormer,2016VT
2239,23.9,Cigarette Use (Adults)Smoking StatusFormer,2016VA
2240,26.7,Cigarette Use (Adults)Smoking StatusFormer,2016WA
2241,26.3,Cigarette Use (Adults)Smoking StatusFormer,2016WV
2242,27.5,Cigarette Use (Adults)Smoking StatusFormer,2016WI
2243,26.1,Cigarette Use (Adults)Smoking StatusFormer,2016WY
2244,19.4,Cigarette Use (Adults)Smoking StatusFormer,2016GU
2245,16.9,Cigarette Use (Adults)Smoking StatusFormer,2016PR
2246,54.6,Cigarette Use (Adults)Smoking StatusNever,2016AL
2247,54.0,Cigarette Use (Adults)Smoking StatusNever,2016AK
2248,59.8,Cigarette Use (Adults)Smoking StatusNever,2016AZ
